menu_id,food_id,mark
424374,51,6
424374,13,9
256241,84,6
256241,39,8
302201,100,10
302201,104,3
302201,89,4
302201,88,9
823120,104,3
823120,15,7
823120,37,3
823120,30,8
783847,68,3
783847,37,4
783847,81,9
783855,49,6
783855,85,6
783855,105,8
494589,3,8
494589,79,6
614600,77,8
614600,99,5
614600,75,6
769534,17,10
769534,62,3
501805,33,7
501805,72,6
501805,82,3
739558,29,7
739558,58,7
739558,39,8
739558,10,4
315918,71,4
315918,43,7
315918,102,4
315918,37,7
329281,48,7
329281,101,5
329281,94,4
973660,89,8
973660,88,8
973660,103,9
608092,23,7
608092,98,8
608092,62,9
271090,76,5
271090,5,8
271090,60,10
271090,99,5
776416,87,7
776416,106,8
776416,27,5
346993,46,10
346993,72,6
346993,20,9
346993,73,3
107056,58,4
107056,59,7
107056,43,4
399984,26,9
399984,33,5
399984,74,10
699751,11,8
699751,34,6
758515,19,8
758515,67,8
758515,98,3
368507,109,6
368507,30,10
130298,59,4
130298,97,7
326427,69,3
326427,17,4
163391,46,7
163391,94,4
163391,37,6
163391,27,10
161275,36,10
161275,60,3
161275,94,3
689016,4,6
689016,96,7
825900,27,4
825900,32,7
239813,22,9
239813,55,6
239813,31,7
239813,92,5
686046,83,4
686046,7,5
686046,98,5
293150,33,9
293150,89,7
545671,63,6
545671,95,10
545671,73,10
545671,105,8
193404,69,4
193404,47,5
193404,50,5
193404,101,6
442525,36,8
442525,59,9
214328,99,10
214328,101,6
214328,42,8
214328,21,8
872522,90,4
872522,26,5
403300,50,6
403300,91,10
403300,88,7
403300,56,6
892612,43,7
892612,43,7
528252,84,3
528252,46,4
528252,52,8
528252,85,8
998372,99,10
998372,100,4
998372,34,6
998372,2,4
217963,69,8
217963,88,5
845556,68,8
845556,80,10
845556,14,10
203294,30,4
203294,103,6
203294,70,7
932285,56,5
932285,74,3
932285,68,8
932285,51,3
278852,103,10
278852,96,10
278852,14,9
278852,29,4
416109,40,4
416109,99,8
416109,3,9
380649,51,10
380649,38,5
380649,28,8
380649,75,4
986966,40,4
986966,15,3
526416,62,5
526416,36,4
255546,87,8
255546,103,3
255546,34,9
255546,57,9
804173,79,8
804173,98,6
804173,14,6
946399,65,3
946399,109,7
965162,27,8
965162,17,10
965162,44,4
965162,61,4
516098,2,7
516098,52,3
516098,79,8
205843,7,10
205843,89,5
913458,24,10
913458,73,4
913458,17,3
787852,98,6
787852,43,9
787852,71,3
976523,85,8
976523,50,9
976523,54,6
495846,93,3
495846,23,9
495846,97,9
574254,73,8
574254,31,5
574254,36,10
995980,62,7
995980,92,8
537532,89,10
537532,24,10
948616,62,8
948616,10,3
948616,29,7
948616,92,8
665441,88,9
665441,71,3
665441,109,8
716633,48,8
716633,103,10
716633,30,6
716633,52,5
991301,58,8
991301,88,3
991301,80,4
213127,79,10
213127,91,10
213127,74,8
870194,46,4
870194,61,9
682799,30,6
682799,48,3
123233,10,6
123233,105,8
984848,61,5
984848,98,7
125897,52,5
125897,72,5
125897,77,8
125897,7,7
379899,81,3
379899,29,3
379899,30,10
556724,51,10
556724,26,4
997275,91,9
997275,35,10
997275,102,7
997275,89,5
125346,63,9
125346,99,8
125346,79,9
604894,98,3
604894,59,8
604894,93,3
604894,45,7
900726,96,10
900726,7,4
900726,75,3
900726,23,5
269566,1,9
269566,52,10
269566,37,4
269566,82,3
204449,107,3
204449,72,4
652735,94,9
652735,20,7
652735,45,3
652735,101,10
732870,75,10
732870,45,9
732870,0,8
669346,70,6
669346,36,6
669346,60,10
641136,98,3
641136,71,6
641136,14,8
641136,60,7
491793,59,6
491793,30,4
207266,81,7
207266,80,10
207266,89,9
207266,78,6
421510,92,6
421510,53,7
421510,24,8
421510,24,7
220848,48,8
220848,81,5
154306,31,6
154306,74,6
154306,80,9
126527,22,4
126527,72,9
126527,15,10
126527,67,4
912243,35,7
912243,62,6
912243,21,5
667523,95,3
667523,29,5
667523,107,6
894339,16,6
894339,27,7
894339,34,7
994452,101,6
994452,104,7
653065,102,10
653065,27,5
420637,1,9
420637,79,3
420637,30,4
365401,20,4
365401,21,7
933883,5,8
933883,40,8
206004,28,6
206004,96,3
206004,34,9
206004,69,4
232594,65,6
232594,65,8
871622,73,8
871622,21,4
670822,66,8
670822,23,5
670822,21,3
987342,58,4
987342,4,5
987342,19,6
987342,75,6
998347,62,8
998347,95,3
588920,99,8
588920,54,4
299825,2,5
299825,22,6
886244,24,7
886244,51,9
886244,35,10
886244,41,8
121333,59,8
121333,89,10
121333,75,8
121333,83,3
696071,26,5
696071,54,3
696071,106,3
508703,9,7
508703,98,10
508703,52,8
508703,33,7
636770,56,6
636770,44,4
636770,101,10
636770,24,10
196288,57,3
196288,66,7
196288,94,5
865524,95,9
865524,37,4
865524,10,8
509548,2,9
509548,89,4
509548,16,3
913186,1,5
913186,49,10
195703,60,6
195703,30,10
195703,11,3
951134,41,7
951134,41,6
951134,14,4
781832,83,7
781832,75,9
786264,98,4
786264,44,9
723340,59,3
723340,54,6
723340,96,6
723340,60,9
460076,83,6
460076,53,5
460076,2,4
224805,92,7
224805,38,4
224805,9,9
224805,31,9
809569,85,9
809569,38,5
809569,27,6
206645,56,6
206645,77,10
206645,70,6
206645,93,7
641701,77,10
641701,42,5
641701,78,7
641701,100,8
113452,12,8
113452,34,7
113452,27,9
918652,45,7
918652,40,6
918652,98,4
256567,75,8
256567,79,10
256567,53,10
256567,104,9
412444,35,5
412444,75,7
412444,84,4
412444,49,3
859515,38,3
859515,58,9
853225,87,9
853225,35,5
453350,108,10
453350,43,6
453350,3,8
232513,52,3
232513,63,8
232513,13,8
232513,14,7
739872,15,9
739872,47,6
739872,95,3
754718,52,9
754718,29,6
754718,8,4
754718,51,3
984677,93,10
984677,32,7
984677,23,4
858989,18,6
858989,52,9
858989,65,6
858989,7,4
603143,39,8
603143,63,5
603143,68,7
199097,81,5
199097,74,5
199097,73,4
199097,18,7
529171,17,9
529171,19,8
785174,23,7
785174,14,10
785174,40,5
638775,94,4
638775,22,5
717691,109,7
717691,20,8
717691,39,4
717691,99,6
113319,99,6
113319,82,4
145930,82,10
145930,43,5
130325,60,6
130325,31,9
364417,86,8
364417,100,9
364417,102,8
364417,7,3
872659,16,5
872659,22,9
872659,78,9
872659,69,10
324767,31,6
324767,65,3
324767,104,4
737248,106,6
737248,106,9
208132,46,4
208132,34,5
429226,59,10
429226,74,10
429226,24,4
859166,59,4
859166,93,5
453980,55,8
453980,62,4
453980,64,8
453980,106,6
149954,93,4
149954,9,6
149954,55,8
149954,68,10
179618,22,6
179618,66,9
179618,40,8
687187,48,6
687187,72,4
687187,52,9
687187,20,3
770436,31,5
770436,24,6
729632,20,6
729632,53,7
729632,0,3
731506,106,5
731506,68,8
731506,61,9
685395,42,10
685395,58,7
685395,19,7
685395,104,10
992624,71,4
992624,88,8
992624,107,5
992624,58,9
104040,46,5
104040,21,9
104040,68,8
573154,59,9
573154,5,9
573154,47,8
573154,42,9
679525,9,4
679525,95,5
705888,25,4
705888,53,8
705888,34,9
827056,3,5
827056,109,7
824440,4,5
824440,23,9
824440,44,3
199655,13,10
199655,24,6
535795,33,5
535795,31,10
535795,4,6
492292,51,10
492292,10,9
609907,0,10
609907,45,5
609907,69,5
934049,64,5
934049,26,8
934049,77,5
934049,99,3
470730,49,3
470730,61,4
265705,93,4
265705,96,8
265705,48,9
265705,47,9
944147,51,5
944147,26,9
686587,64,9
686587,91,9
686587,10,5
229326,8,3
229326,87,10
229326,80,3
214160,27,4
214160,90,6
743952,73,9
743952,21,7
743952,60,9
743952,70,8
764865,68,10
764865,107,5
764865,42,7
750635,44,9
750635,109,10
750635,44,8
913999,30,6
913999,26,10
913999,41,9
913999,7,4
242529,48,7
242529,42,9
242529,33,4
242529,55,9
310985,61,4
310985,52,10
310985,0,10
310985,70,3
255982,9,3
255982,42,5
255982,88,7
255982,23,8
851080,38,8
851080,84,6
851080,81,8
851080,8,6
360038,24,4
360038,93,9
360038,91,10
360038,4,8
327591,21,10
327591,101,5
130806,47,8
130806,33,9
893404,76,6
893404,94,7
993484,101,5
993484,51,8
993484,51,9
993484,62,7
615557,104,9
615557,9,7
615557,75,3
615557,38,8
518371,78,9
518371,74,9
518371,66,7
518371,108,6
247827,1,7
247827,21,10
247827,26,3
563215,75,9
563215,37,9
563215,63,8
563215,58,4
303708,103,4
303708,72,4
823777,36,7
823777,19,10
823777,63,5
823777,81,10
409328,2,6
409328,2,4
409328,59,10
945755,43,5
945755,52,4
945755,9,5
945755,56,5
111567,18,6
111567,66,10
111567,58,9
111567,62,6
943770,56,8
943770,68,4
843519,99,6
843519,28,10
843519,60,3
843519,41,10
227133,50,5
227133,2,4
227133,75,4
227133,47,4
984831,63,10
984831,40,5
984831,109,6
263718,106,9
263718,101,7
263718,72,5
263718,29,7
872709,73,8
872709,42,10
872709,51,3
841681,42,9
841681,60,9
841681,65,8
918183,11,7
918183,74,6
918183,74,5
918183,1,7
645835,40,5
645835,90,5
684789,16,4
684789,64,5
684789,55,9
684789,23,9
212211,4,6
212211,67,9
212211,18,4
253923,28,3
253923,70,3
253923,76,3
253923,68,7
754260,27,10
754260,102,5
363257,36,7
363257,78,3
915137,84,4
915137,12,3
915137,98,7
629894,32,6
629894,62,4
251158,68,9
251158,75,5
256981,1,9
256981,30,3
256981,105,9
256981,44,8
365255,103,3
365255,96,7
854292,78,10
854292,87,9
854292,107,4
791069,71,10
791069,109,8
791069,55,8
201328,89,8
201328,45,5
744897,75,3
744897,7,3
744897,89,10
521865,6,6
521865,44,7
672100,98,6
672100,81,9
672100,35,3
708191,106,10
708191,77,8
708191,1,6
708191,17,9
577408,97,9
577408,44,8
577408,71,6
886863,83,10
886863,17,4
886863,42,8
190870,42,4
190870,72,6
190870,72,10
190870,72,4
283192,109,8
283192,1,10
283192,32,8
775604,70,7
775604,77,9
775604,107,5
356765,38,3
356765,78,3
114848,54,7
114848,73,9
151702,23,3
151702,71,4
493384,100,7
493384,60,10
504821,88,7
504821,56,10
938930,54,6
938930,51,4
938930,60,6
360120,5,10
360120,21,6
360120,53,5
158255,57,8
158255,46,6
158255,17,8
158255,95,3
673674,70,6
673674,82,9
673674,78,4
182798,55,6
182798,16,4
182798,72,7
525348,64,10
525348,71,8
525348,64,10
525348,100,7
784233,95,4
784233,102,7
235710,59,5
235710,97,7
235710,44,5
235710,15,5
449469,90,5
449469,68,5
449469,83,8
449469,1,5
222576,6,6
222576,45,9
125277,82,4
125277,25,6
840694,4,3
840694,32,6
840694,53,9
969486,80,8
969486,37,10
927860,70,10
927860,44,8
927860,36,4
927860,33,5
596271,15,6
596271,74,8
710842,108,6
710842,96,5
710842,19,5
710842,77,3
912123,31,6
912123,45,4
912123,55,4
337201,76,9
337201,62,9
511321,106,8
511321,23,4
511321,28,4
480282,82,7
480282,81,10
480282,27,8
480282,75,5
481838,8,6
481838,50,10
803990,1,7
803990,73,6
798734,4,8
798734,103,6
798734,14,3
202548,47,5
202548,14,4
202548,77,10
202548,91,4
106716,85,5
106716,104,3
131229,87,5
131229,71,7
675572,49,7
675572,96,5
675572,53,6
315808,103,9
315808,24,10
315808,74,6
936699,64,8
936699,46,6
936699,9,8
936699,81,4
868747,75,9
868747,17,8
868747,107,7
868747,5,3
756582,44,9
756582,96,4
756582,47,7
165914,96,10
165914,12,4
231394,37,3
231394,39,3
231394,43,5
507946,41,6
507946,66,6
507946,45,9
340633,53,3
340633,25,4
340633,30,5
251479,102,4
251479,28,9
251479,15,4
251479,63,10
165754,16,7
165754,7,8
165754,95,10
954781,37,9
954781,58,5
933795,82,7
933795,28,5
933795,57,10
933795,21,9
439797,54,8
439797,40,7
439797,33,8
439797,43,4
667357,64,4
667357,98,9
667357,105,10
667357,3,10
769711,94,10
769711,67,9
769711,77,3
769711,50,9
580386,69,4
580386,13,3
358725,99,8
358725,55,3
358725,86,5
358725,82,4
776841,69,4
776841,99,8
776841,25,3
776841,89,9
328103,48,4
328103,84,10
965525,80,9
965525,23,7
965525,58,8
965525,6,4
317325,36,8
317325,0,10
867647,6,6
867647,45,10
867647,57,7
622452,52,10
622452,20,4
622452,11,8
618126,95,9
618126,50,3
618126,88,3
609717,85,5
609717,85,5
609717,82,7
609717,89,3
765825,95,7
765825,34,8
399764,20,7
399764,97,8
399764,59,7
399764,74,4
669842,99,10
669842,104,8
669842,83,9
622921,85,5
622921,50,8
622921,107,4
622921,83,4
721898,86,9
721898,32,8
365224,5,9
365224,25,8
365224,23,7
365224,78,3
149849,3,9
149849,107,10
149849,64,3
149849,30,8
233680,41,9
233680,25,5
233680,62,8
629350,31,8
629350,109,9
838450,76,6
838450,107,8
838450,67,10
838450,36,8
924487,99,10
924487,26,7
924487,20,9
924487,58,9
993701,107,9
993701,6,7
993701,20,5
515656,5,7
515656,46,8
515656,21,7
515656,46,4
117637,29,5
117637,93,7
992339,75,5
992339,27,7
992339,76,6
222735,91,4
222735,39,10
222735,81,6
503225,24,5
503225,19,7
503225,58,6
503225,21,3
902785,40,4
902785,61,9
902785,88,3
902785,91,7
841471,101,7
841471,56,4
841471,77,9
991108,77,10
991108,51,9
991108,57,10
991108,9,6
625360,33,8
625360,50,4
625360,24,7
625360,3,8
117250,100,4
117250,77,6
117250,23,10
804942,68,4
804942,48,5
804942,87,9
308560,101,6
308560,107,3
308560,30,10
308560,73,3
390210,52,7
390210,23,5
476475,5,10
476475,88,8
476475,50,4
905963,36,4
905963,59,9
905963,37,9
838909,92,8
838909,53,8
838909,92,7
181559,100,8
181559,60,3
181559,4,6
181559,104,4
181828,94,7
181828,38,8
181828,59,5
291481,67,9
291481,6,3
291481,29,10
291481,68,7
640709,80,5
640709,81,8
640709,97,4
640709,91,10
609245,42,4
609245,13,6
609245,92,7
833203,45,6
833203,58,9
833203,96,4
833203,58,6
970060,3,6
970060,74,6
970060,52,9
488023,97,10
488023,63,6
488023,99,9
457772,73,10
457772,24,4
457772,56,6
729997,48,7
729997,62,10
729997,57,5
801665,48,5
801665,31,7
709846,56,6
709846,72,4
709846,51,4
977936,30,3
977936,98,7
122544,81,7
122544,19,4
704446,33,8
704446,93,9
891241,41,9
891241,73,3
519589,76,3
519589,33,8
193275,13,10
193275,52,10
193275,3,10
193275,101,7
797325,77,10
797325,19,9
797325,45,5
797325,12,8
202618,83,6
202618,65,4
202618,14,6
202618,40,4
829292,36,7
829292,5,8
609155,26,9
609155,40,7
609155,9,7
609155,32,3
756917,1,5
756917,52,5
756917,94,4
971116,91,3
971116,8,4
971116,82,9
914960,36,9
914960,55,7
914960,27,8
914960,83,4
211829,80,7
211829,68,6
211829,19,3
211829,86,8
905308,6,10
905308,82,5
905308,5,10
905308,56,7
211430,38,8
211430,99,7
211430,88,5
211430,100,5
463370,17,3
463370,53,6
463370,37,7
790807,43,6
790807,40,10
790807,95,6
701188,93,9
701188,92,3
701188,31,4
701188,26,4
991331,24,9
991331,7,9
991331,37,5
991331,49,3
224717,72,7
224717,17,5
224717,3,9
224717,96,8
192776,82,5
192776,108,6
192776,67,5
192776,58,4
330245,31,8
330245,24,6
330245,106,8
330245,89,9
778914,27,5
778914,42,10
778914,64,9
778914,68,3
573616,73,6
573616,39,7
573616,94,9
573616,19,9
795636,18,10
795636,52,3
795636,18,7
795636,76,7
819373,49,3
819373,67,6
819373,12,4
188116,23,3
188116,100,5
188116,45,8
188116,72,10
298538,30,3
298538,19,10
815442,10,6
815442,58,6
815442,5,3
815442,83,5
476106,1,6
476106,66,9
476106,72,9
476106,23,7
868672,101,3
868672,13,8
868672,82,10
160266,76,5
160266,38,4
160266,106,8
160266,96,10
944147,81,5
944147,13,5
944147,38,7
944147,43,10
777732,105,6
777732,2,4
777732,25,6
777732,90,6
867482,20,6
867482,100,3
867482,46,6
271659,23,8
271659,87,6
271659,90,6
271659,58,9
272271,43,4
272271,57,3
272271,47,7
272271,82,9
345013,89,8
345013,93,7
665353,83,8
665353,44,6
795024,69,10
795024,45,4
234033,2,10
234033,58,6
399156,67,4
399156,80,9
833339,59,9
833339,9,3
833339,23,7
860105,69,6
860105,2,3
731596,10,10
731596,28,6
731596,76,6
731596,109,3
465448,19,8
465448,87,10
782633,91,3
782633,30,10
782633,104,5
782633,80,10
326452,101,8
326452,46,4
326452,62,9
356121,70,3
356121,29,6
356121,62,7
356121,51,5
948627,89,3
948627,67,4
948627,107,3
948627,25,10
700236,9,4
700236,20,4
700236,27,9
213300,15,3
213300,45,5
213300,0,5
614504,54,3
614504,28,4
332561,81,10
332561,2,8
332561,91,9
332561,91,8
989165,69,3
989165,66,9
989165,104,8
989165,89,9
648932,50,9
648932,106,4
638372,47,4
638372,34,9
638372,42,5
638372,52,10
427520,68,9
427520,8,3
813386,103,7
813386,10,7
186501,4,5
186501,98,8
186501,78,4
186501,22,9
209975,101,6
209975,65,5
642535,35,7
642535,34,6
642535,10,8
642535,18,3
878727,45,5
878727,1,5
878727,41,3
878727,12,7
546027,93,8
546027,16,6
546027,80,7
833909,59,4
833909,52,9
188146,85,5
188146,55,7
971462,73,10
971462,79,8
971462,89,7
971462,13,4
592365,87,8
592365,86,4
592365,109,10
592365,16,9
974832,5,7
974832,17,3
974832,104,3
419825,71,7
419825,67,4
419825,107,3
182371,76,9
182371,69,10
182371,44,6
559321,29,7
559321,63,8
559321,47,3
312311,80,8
312311,38,3
312311,93,8
312311,91,10
842868,18,3
842868,39,10
842868,57,10
842868,47,4
589780,0,10
589780,64,6
889069,86,3
889069,86,10
146656,55,7
146656,20,9
146656,100,9
146656,43,7
781213,55,7
781213,67,10
901806,65,4
901806,61,7
901806,50,5
901806,7,10
236252,59,7
236252,35,3
236252,50,7
236252,4,4
145910,81,9
145910,29,7
145910,97,4
650157,62,7
650157,74,3
650157,38,7
650157,85,4
565792,65,7
565792,82,3
565792,62,8
642027,78,3
642027,52,10
642027,5,5
642027,37,10
903709,50,8
903709,84,9
903709,98,10
903709,68,3
429138,57,6
429138,71,10
429138,7,4
429138,50,9
750891,30,7
750891,4,9
750891,29,8
865374,54,3
865374,5,6
865374,27,8
865374,22,8
878244,56,6
878244,105,5
988104,59,7
988104,103,9
340070,10,10
340070,18,5
340070,104,8
340070,100,5
331911,42,6
331911,12,8
707940,92,8
707940,104,5
707940,23,5
189003,4,9
189003,109,7
189003,17,9
189003,15,8
246743,101,6
246743,92,9
246743,41,3
246743,79,6
595373,10,8
595373,9,3
595373,73,10
900134,66,9
900134,84,4
900134,83,4
900134,76,9
523899,20,7
523899,90,9
523899,47,6
344110,99,3
344110,81,3
344110,24,10
344110,28,8
158751,7,3
158751,106,5
158751,102,4
158751,78,4
521115,76,4
521115,100,3
521115,70,10
521115,28,3
498936,19,4
498936,45,10
989146,101,3
989146,104,10
499611,97,5
499611,107,6
499611,98,10
499611,12,6
416918,46,5
416918,25,7
416918,102,10
416918,54,5
983836,79,10
983836,26,5
224364,103,8
224364,23,7
224364,65,5
122175,73,8
122175,19,8
122175,24,5
989863,78,4
989863,42,8
698496,15,7
698496,79,10
698496,71,7
259062,70,7
259062,63,10
259062,43,6
632676,2,3
632676,76,9
558934,37,7
558934,106,4
558934,20,10
382354,54,9
382354,84,3
382354,57,4
982062,56,6
982062,24,8
982062,28,4
966770,46,5
966770,1,5
605653,7,4
605653,73,4
605653,37,10
605653,106,4
306269,9,10
306269,77,9
306269,15,4
306269,103,9
388254,67,4
388254,106,4
388254,88,5
388254,50,5
190852,15,3
190852,69,9
190852,56,5
190852,72,4
555088,69,3
555088,28,7
555088,91,8
555088,103,5
556936,0,8
556936,101,8
556936,0,4
556936,83,6
225743,41,6
225743,93,4
225743,93,10
225743,98,9
147667,47,10
147667,4,6
147667,33,10
581042,30,6
581042,30,3
106052,27,5
106052,34,5
106052,62,10
261007,78,3
261007,30,10
261007,21,5
353635,45,3
353635,37,4
353635,47,7
816044,62,6
816044,96,8
816044,42,6
816044,53,7
747075,17,6
747075,73,6
747075,6,10
747075,75,7
830100,72,5
830100,39,4
195635,41,5
195635,96,6
195635,55,5
195635,65,9
981424,50,5
981424,13,10
533530,107,9
533530,57,10
533530,32,5
533530,32,10
492684,19,9
492684,25,4
492684,65,10
416817,84,9
416817,64,5
432971,51,8
432971,56,5
432971,73,10
432971,34,10
180431,69,3
180431,96,10
180431,15,5
858151,67,4
858151,51,4
858151,47,3
791845,9,6
791845,57,9
249708,58,4
249708,88,8
200494,25,6
200494,65,7
200494,11,8
200494,57,4
615757,48,7
615757,43,10
615757,57,8
785745,32,3
785745,94,10
785745,31,3
785745,72,10
759289,105,3
759289,44,6
368087,108,7
368087,74,8
368087,2,10
368087,92,5
742173,98,9
742173,2,3
742173,67,6
821778,48,10
821778,20,9
821778,25,7
821778,97,7
861324,67,5
861324,68,7
861324,38,10
861324,53,9
630454,59,4
630454,30,5
630454,31,4
630454,35,10
711411,18,8
711411,90,6
899882,7,3
899882,42,5
899882,109,3
733405,26,10
733405,93,6
459516,50,4
459516,74,6
459516,31,9
653914,17,4
653914,16,5
996274,69,7
996274,72,6
996274,13,3
996274,95,3
699313,43,4
699313,19,4
579236,78,10
579236,76,3
579236,21,7
579236,41,7
227186,44,9
227186,48,10
828861,54,9
828861,83,3
828861,47,8
163930,91,9
163930,43,8
163930,34,10
448639,14,10
448639,15,3
495353,0,3
495353,85,3
495353,94,3
495353,64,3
772711,41,8
772711,79,3
772711,67,5
286589,93,9
286589,97,3
286589,49,6
637392,68,6
637392,25,9
928307,86,6
928307,46,7
783631,18,4
783631,47,7
572071,58,4
572071,42,9
768867,91,6
768867,47,4
989363,6,6
989363,28,8
485019,19,6
485019,44,9
898305,42,8
898305,75,8
898305,43,5
709449,1,6
709449,63,9
254931,89,7
254931,80,6
254931,72,10
254931,29,4
776989,23,9
776989,105,9
953321,51,7
953321,101,6
953321,34,10
953321,76,9
610019,67,8
610019,1,8
610019,36,6
610019,106,4
594006,69,10
594006,34,8
594006,65,3
594006,76,4
147379,104,7
147379,31,10
147379,70,4
188825,68,10
188825,87,8
617959,52,7
617959,59,8
617959,92,4
617959,45,6
403604,95,5
403604,33,3
851216,25,7
851216,15,8
849320,107,6
849320,49,6
849320,100,9
691877,12,7
691877,102,4
522791,29,8
522791,16,9
522791,18,10
522791,108,4
427087,43,8
427087,14,8
568930,71,3
568930,102,8
578989,73,7
578989,51,6
751030,28,9
751030,13,5
751030,40,4
473809,0,6
473809,58,9
611752,56,9
611752,43,3
611752,93,6
611752,34,9
777202,48,3
777202,49,8
777202,33,3
666752,17,6
666752,14,4
410354,22,6
410354,8,7
410354,14,8
929237,7,3
929237,66,9
929237,10,10
750950,56,6
750950,67,8
357912,1,7
357912,57,10
357912,97,10
575126,57,4
575126,96,3
575126,68,5
487554,93,10
487554,70,7
487554,103,6
410573,53,9
410573,6,8
276935,95,3
276935,47,5
480758,45,8
480758,3,5
480758,99,10
480758,85,3
270092,17,8
270092,74,9
303414,57,4
303414,54,3
303414,38,7
600349,90,4
600349,61,8
616300,103,5
616300,39,8
753874,38,4
753874,12,7
753874,13,6
753874,79,5
426942,82,6
426942,41,3
230052,25,7
230052,83,5
230052,22,4
900141,86,7
900141,3,10
900141,85,7
328950,95,8
328950,81,5
328950,8,8
365179,64,10
365179,38,5
365179,61,9
123710,40,9
123710,58,4
123710,33,7
123710,8,5
841463,16,3
841463,91,4
841463,81,4
841463,10,8
886475,109,9
886475,96,5
886475,108,6
529900,19,5
529900,22,5
529900,74,5
120761,1,10
120761,48,6
120761,31,3
104615,89,4
104615,51,5
640034,2,3
640034,104,3
640034,28,10
245284,11,10
245284,73,5
245284,74,10
245284,78,3
143116,87,5
143116,60,10
143116,36,4
143116,24,4
183697,83,5
183697,89,10
183697,49,7
223385,93,8
223385,81,9
223385,67,8
223385,53,6
197574,39,6
197574,41,5
343473,17,5
343473,78,3
159717,5,4
159717,80,6
405909,53,10
405909,95,7
904628,93,8
904628,108,4
452354,1,7
452354,26,9
452354,79,6
452354,80,10
638292,53,4
638292,44,6
638292,36,5
380800,27,3
380800,70,5
516811,23,9
516811,107,5
516811,80,7
894222,74,3
894222,92,5
567097,6,4
567097,102,4
567097,51,7
820598,84,10
820598,37,8
820598,61,4
774261,43,8
774261,45,8
774261,28,3
414659,98,9
414659,95,6
552760,80,7
552760,92,3
552760,62,7
561429,32,5
561429,8,9
852269,49,6
852269,49,4
852269,42,9
852269,72,9
383622,100,10
383622,61,10
383622,33,4
383622,57,10
735381,103,6
735381,102,9
890028,57,9
890028,87,8
890028,51,6
890028,40,3
228313,9,10
228313,26,3
228313,11,10
228313,50,8
560742,67,3
560742,68,9
560742,21,4
278791,86,5
278791,68,4
278791,107,3
114867,13,6
114867,57,4
114867,62,8
114867,7,9
164701,9,9
164701,49,9
164701,49,7
140336,5,6
140336,89,4
218391,26,9
218391,80,10
218391,70,7
404224,2,6
404224,100,8
404224,4,4
404224,103,6
382801,75,9
382801,90,10
350398,83,6
350398,81,7
155984,38,9
155984,87,8
155984,35,3
516416,33,7
516416,78,10
516416,78,7
429225,31,10
429225,9,4
429225,95,3
560089,79,7
560089,61,10
560089,12,7
362099,60,10
362099,34,9
116749,21,5
116749,17,10
822677,2,10
822677,71,5
822677,70,10
287115,45,7
287115,86,10
149428,78,7
149428,49,6
149428,3,5
149428,19,9
189060,57,8
189060,30,4
715558,77,6
715558,66,10
792213,51,9
792213,63,8
792213,49,5
792213,36,6
303643,101,3
303643,59,7
303643,41,7
303643,31,7
664219,43,4
664219,20,4
664219,65,4
840922,97,10
840922,106,6
840922,11,6
840922,44,6
995272,84,3
995272,48,9
515981,52,7
515981,84,6
244620,102,3
244620,7,8
603989,44,9
603989,107,10
603989,67,8
241855,96,7
241855,52,10
156856,105,7
156856,91,7
156856,70,6
156856,68,8
675273,79,7
675273,48,9
690254,34,7
690254,72,8
690254,13,9
676944,45,6
676944,69,3
676944,81,4
676944,85,10
119883,9,3
119883,13,10
119883,98,10
119883,76,4
825113,31,5
825113,29,8
481331,93,10
481331,31,7
993822,83,3
993822,49,4
993822,36,10
993822,66,3
197007,50,7
197007,69,7
197007,27,7
197007,12,10
689202,64,7
689202,72,3
976237,65,5
976237,57,9
976237,104,3
976237,89,3
111880,20,10
111880,54,4
111880,24,4
111880,36,9
606388,19,10
606388,74,6
589749,53,4
589749,20,8
257210,18,8
257210,88,8
817428,24,9
817428,107,8
597790,86,5
597790,81,9
337398,55,9
337398,15,4
337398,102,9
337398,56,6
262167,26,5
262167,75,4
600582,87,4
600582,28,8
310350,97,5
310350,33,3
891380,3,9
891380,72,9
891380,65,7
891380,88,7
372269,42,3
372269,68,5
858304,96,8
858304,90,6
858304,62,4
858304,68,8
984815,94,10
984815,99,9
984815,7,10
984815,20,4
269826,6,8
269826,18,9
269826,45,10
204621,5,10
204621,86,6
204621,99,6
204621,65,8
389498,76,8
389498,83,3
389498,101,9
829257,95,9
829257,37,10
829257,85,10
829257,106,10
500612,72,8
500612,8,8
500612,49,8
250399,69,6
250399,52,5
386671,91,9
386671,52,10
386671,66,3
713440,19,3
713440,108,10
713440,60,7
713440,31,3
453223,78,6
453223,30,4
777056,0,5
777056,95,7
237763,106,8
237763,98,7
237763,85,6
237763,92,4
977204,24,9
977204,55,3
977204,35,3
977204,86,7
814570,44,7
814570,76,5
814570,39,5
814570,36,5
777113,71,4
777113,50,4
777113,67,7
208226,30,7
208226,27,6
208226,109,6
350566,11,4
350566,47,10
350566,57,3
350566,37,5
707633,6,8
707633,70,4
707633,90,4
891546,10,10
891546,35,5
891546,9,8
514663,42,9
514663,62,7
147959,8,6
147959,88,10
147959,23,4
823732,87,4
823732,85,9
870350,32,4
870350,5,8
870350,102,5
870350,7,6
131378,7,8
131378,100,10
849420,70,8
849420,86,9
849420,21,3
402335,25,6
402335,14,7
666997,67,10
666997,7,3
666997,34,4
550017,68,9
550017,4,7
550017,57,3
